TimeStamp,Name,EID,Resource,tx_pkts,rx_pkts,tx_bytes,rx_bytes,tx_errors,rx_errors,tx_dropped,rx_dropped_pkts,rx_multicast,rx_collisions,rx_length,rx_overrun,rx_crc,rx_frame,rx_fifo,rx_missed,tx_aborted,tx_carrier,tx_fifo,tx_heartbeat,tx_window,rx_signal,link_speed,rx_link_speed,frequency,channel,wifi_mode,portal_login_ok,portal_login_fail,portal_logout_ok,portal_logout_fail,dhcp_neg_ms,conn_count,last_conn_ms,connect_duration_us,disconn_duration_us,anqp_duration_us,4way_duration_us,phantom,down,IP,sec-ip-count,parent,pps-rx,bps-rx,pps-tx,bps-tx,bps-ll-tx,bytes-ll-tx,bps-ll-rx,bytes-ll-rx,reset-state,wifi-state,AP,wifi-link,wifi-noise,wifi-rxcrypt-failures,wifi-retry-failure,wifi-tx-fail-prcnt,wifi-misc-failure,beacon-miss,ssid,passwd,device-name,qlen,mtu,mask,gateway,mac,ipv6,ipv6-gw,port_type,BEACON_RX_SIGNAL,PORT_SUPPORTED_FLAGS_L,PORT_SUPPORTED_FLAGS_H,PORT_CUR_FLAGS_L,PORT_CUR_FLAGS_H
1645094971672,sta01002,1.1.13,ct523c-3011,17,18,3366,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUTO,0,0,0,0,21325,1,1645094929969,37568,1061660,0,1682,false,true,0.0.0.0,0,wiphy0,0,149,0,389,389,3366,149,1296,Complete,NONE,NONE,1.2953389,-1 dBm,0,0,0.0,3,0,ssid_wpa2_2g,something,sta01002,1000,1500,0.0.0.0,172.16.0.1,04:f0:21:4e:38:fb,DELETED,DELETED,WIFI-STA,0,20000000,0,80080001,40
1645094974013,sta01002,1.1.13,ct523c-3011,17,18,3366,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUTO,0,0,0,0,21325,1,1645094929969,37568,1061660,0,1682,false,true,0.0.0.0,0,wiphy0,0,144,0,376,376,3366,144,1296,Complete,NONE,NONE,1.2748473,-1 dBm,0,0,0.0,3,0,ssid_wpa2_2g,something,sta01002,1000,1500,0.0.0.0,172.16.0.1,04:f0:21:4e:38:fb,DELETED,DELETED,WIFI-STA,0,20000000,0,80080001,1040
1645094976352,sta01002,1.1.13,ct523c-3011,23,28,4598,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,28900000,173300000,2437,6,802.11bgn,0,0,0,0,494,2,1645094929969,37568,1061660,0,1682,false,false,172.16.3.224,0,wiphy0,0,261,0,498,498,4598,261,2416,Complete,Authorized,68:7D:B4:5F:5C:33,1.2937589,-89 dBm,0,0,0.0,6,0,ssid_wpa2_2g,something,sta01002,1000,1500,255.255.0.0,172.16.0.1,04:f0:21:4e:38:fb,DELETED,DELETED,WIFI-STA,-33,20000000,0,80080200,40
1645094978733,sta01002,1.1.13,ct523c-3011,24,482,4660,688318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,28900000,288900000,2437,6,802.11bgn,0,0,0,0,494,2,1645094929969,37568,1061660,0,1682,false,false,172.16.3.224,0,wiphy0,6,72224,0,488,488,4660,72224,688318,Complete,Authorized,68:7D:B4:5F:5C:33,1.882762,-89 dBm,0,0,0.0,6,0,ssid_wpa2_2g,something,sta01002,1000,1500,255.255.0.0,172.16.0.1,04:f0:21:4e:38:fb,DELETED,DELETED,WIFI-STA,-34,20000000,0,80080200,40
1645094981075,sta01002,1.1.13,ct523c-3011,25,1271,4766,1882864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,57800000,288900000,2437,6,802.11bgn,0,0,0,0,494,2,1645094974639,38438,531853,0,598,false,false,172.16.3.224,0,wiphy0,16,191679,0,485,485,4766,191679,1882864,Complete,Authorized,68:7D:B4:5F:5C:33,2.9190218,-89 dBm,0,0,0.0,6,0,ssid_wpa2_2g,something,sta01002,1000,1500,255.255.0.0,172.16.0.1,04:f0:21:4e:38:fb,DELETED,DELETED,WIFI-STA,-34,20000000,0,80080200,40
1645094983457,sta01002,1.1.13,ct523c-3011,28,2072,5076,3095578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,57800000,288900000,2437,6,802.11bgn,0,0,0,0,494,2,1645094974639,38438,531853,0,598,false,false,172.16.3.224,0,wiphy0,25,305864,0,501,501,5076,305864,3095578,Complete,Authorized,68:7D:B4:5F:5C:33,3.8863811,-89 dBm,0,0,0.0,6,0,ssid_wpa2_2g,something,sta01002,1000,1500,255.255.0.0,172.16.0.1,04:f0:21:4e:38:fb,fe80::6f0:21ff:fe4e:38fb/64,DELETED,WIFI-STA,-34,20000000,0,80080200,40
1645094985796,sta01002,1.1.13,ct523c-3011,28,2860,5076,4288610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,57800000,288900000,2437,6,802.11bgn,0,0,0,0,494,2,1645094974639,38438,531853,0,598,false,false,172.16.3.224,0,wiphy0,34,411846,0,487,487,5076,411846,4288610,Complete,Authorized,68:7D:B4:5F:5C:33,4.802189,-89 dBm,0,0,0.0,6,0,ssid_wpa2_2g,something,sta01002,1000,1500,255.255.0.0,172.16.0.1,04:f0:21:4e:38:fb,fe80::6f0:21ff:fe4e:38fb/64,DELETED,WIFI-STA,-34,20000000,0,80080200,40
1645094988137,sta01002,1.1.13,ct523c-3011,29,3648,5166,5481642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,57800000,288900000,2437,6,802.11bgn,0,0,0,0,494,2,1645094974639,38438,531853,0,598,false,false,172.16.3.224,0,wiphy0,42,512027,0,482,482,5166,512027,5481642,Complete,Authorized,68:7D:B4:5F:5C:33,4.657325,-89 dBm,0,0,0.0,6,0,ssid_wpa2_2g,something,sta01002,1000,1500,255.255.0.0,172.16.0.1,04:f0:21:4e:38:fb,fe80::6f0:21ff:fe4e:38fb/64,DELETED,WIFI-STA,-34,20000000,0,80080200,40
1645094990545,sta01002,1.1.13,ct523c-3011,29,4458,5166,6707982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,57800000,288900000,2437,6,802.11bgn,0,0,0,0,494,2,1645094974639,38438,531853,0,598,false,false,172.16.3.224,0,wiphy0,50,609442,0,469,469,5166,609442,6707982,Complete,Authorized,68:7D:B4:5F:5C:33,5.387504,-90 dBm,0,0,0.0,6,0,ssid_wpa2_2g,something,sta01002,1000,1500,255.255.0.0,172.16.0.1,04:f0:21:4e:38:fb,fe80::6f0:21ff:fe4e:38fb/64,DELETED,WIFI-STA,-34,20000000,0,80080200,40
1645094992972,sta01002,1.1.13,ct523c-3011,29,5275,5166,7944920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,57800000,288900000,2437,6,802.11bgn,0,0,0,0,494,2,1645094974639,38438,531853,0,598,false,false,172.16.3.224,0,wiphy0,58,702460,0,456,456,5166,702460,7944920,Complete,Authorized,68:7D:B4:5F:5C:33,6.0452375,-90 dBm,0,0,0.0,6,0,ssid_wpa2_2g,something,sta01002,1000,1500,255.255.0.0,172.16.0.1,04:f0:21:4e:38:fb,fe80::6f0:21ff:fe4e:38fb/64,DELETED,WIFI-STA,-35,20000000,0,80080200,40
